symbol,trade_date,entry_time,or_high,or_low,or_range_pct,entry,sl,tp,quantity,position_value,risk_amount,exit_time,exit_price,exit_reason,pnl_rupees,r_multiple,gap_pct
3MINDIA,2026-05-22,2026-05-22 14:15:00,32995.0,32475.0,1.6,32995.0,32475.0,33775.0,3,98985.0,1560.0,2026-05-22 15:15:00,33120.0,EOD_EXIT,375.0,0.24,0.93
3MINDIA,2026-06-19,2026-06-19 14:15:00,33250.0,32930.0,0.97,33250.0,32930.0,33730.0,3,99750.0,960.0,2026-06-19 15:15:00,33160.0,EOD_EXIT,-270.0,-0.28,0.0
3MINDIA,2026-07-03,2026-07-03 10:15:00,34270.0,33900.0,1.09,34270.0,33900.0,34825.0,2,68540.0,740.0,2026-07-03 12:15:00,34825.0,TP_HIT,1110.0,1.5,0.43
ABB,2026-05-20,2026-05-20 11:15:00,6325.5,6259.5,1.05,6325.5,6259.5,6424.5,15,94882.5,990.0,2026-05-20 12:15:00,6424.5,TP_HIT,1485.0,1.5,-1.09
ABB,2026-06-15,2026-06-15 10:15:00,6880.0,6821.0,0.86,6880.0,6821.0,6968.5,14,96320.0,826.0,2026-06-15 14:15:00,6968.5,TP_HIT,1239.0,1.5,1.62
ABB,2026-06-17,2026-06-17 14:15:00,7069.5,6980.0,1.28,7069.5,6980.0,7203.75,14,98973.0,1253.0,2026-06-17 15:15:00,7134.0,EOD_EXIT,903.0,0.72,0.0
ABB,2026-06-29,2026-06-29 14:15:00,7018.0,6886.5,1.91,7018.0,6886.5,7215.25,14,98252.0,1841.0,2026-06-29 15:15:00,7142.0,EOD_EXIT,1736.0,0.94,0.1
ACMESOLAR,2026-05-19,2026-05-19 14:15:00,283.05,275.55,2.72,283.05,275.55,294.3,333,94255.65,2497.5,2026-05-19 15:15:00,283.3,EOD_EXIT,83.25,0.03,0.49
ACMESOLAR,2026-05-25,2026-05-25 10:15:00,294.45,286.85,2.65,294.45,286.85,305.85,328,96579.6,2492.8,2026-05-25 15:15:00,301.25,EOD_EXIT,2230.4,0.89,0.93
ACMESOLAR,2026-06-04,2026-06-04 11:15:00,333.0,325.1,2.43,333.0,325.1,344.85,300,99900.0,2370.0,2026-06-04 12:15:00,344.85,TP_HIT,3555.0,1.5,-0.71
ACMESOLAR,2026-06-22,2026-06-22 11:15:00,345.9,339.0,2.04,345.9,339.0,356.25,289,99965.1,1994.1,2026-06-22 12:15:00,356.25,TP_HIT,2991.15,1.5,0.7
ACMESOLAR,2026-06-24,2026-06-24 10:15:00,360.95,350.85,2.88,360.95,350.85,376.1,247,89154.65,2494.7,2026-06-24 15:15:00,359.8,EOD_EXIT,-284.05,-0.11,0.77
ACMESOLAR,2026-06-29,2026-06-29 10:15:00,366.45,356.5,2.79,366.45,356.5,381.38,251,91978.95,2497.45,2026-06-29 15:15:00,379.95,EOD_EXIT,3388.5,1.36,-0.04
AIAENG,2026-05-14,2026-05-14 14:15:00,3853.4,3806.8,1.22,3853.4,3806.8,3923.3,25,96335.0,1165.0,2026-05-14 15:15:00,3867.0,EOD_EXIT,340.0,0.29,1.09
AIAENG,2026-05-19,2026-05-19 10:15:00,3911.0,3867.3,1.13,3911.0,3867.3,3976.55,25,97775.0,1092.5,2026-05-19 11:15:00,3976.55,TP_HIT,1638.75,1.5,-0.19
AIAENG,2026-05-26,2026-05-26 14:15:00,4015.0,3976.2,0.98,4015.0,3976.2,4073.2,24,96360.0,931.2,2026-05-26 15:15:00,4119.1,EOD_EXIT,2498.4,2.68,0.38
AIAENG,2026-06-29,2026-06-29 14:15:00,4917.6,4807.1,2.3,4917.6,4807.1,5083.35,20,98352.0,2210.0,2026-06-29 15:15:00,4953.6,EOD_EXIT,720.0,0.33,1.0
AIAENG,2026-06-30,2026-06-30 13:15:00,5021.6,4924.3,1.98,5021.6,4924.3,5167.55,19,95410.4,1848.7,2026-06-30 14:15:00,5167.55,TP_HIT,2773.05,1.5,0.5
AUBANK,2026-05-06,2026-05-06 14:15:00,1025.9,1013.2,1.25,1025.9,1013.2,1044.95,97,99512.3,1231.9,2026-05-06 15:15:00,1024.5,EOD_EXIT,-135.8,-0.11,0.78
AUBANK,2026-05-14,2026-05-14 14:15:00,1005.6,995.4,1.02,1005.6,995.4,1020.9,99,99554.4,1009.8,2026-05-14 15:15:00,1003.8,EOD_EXIT,-178.2,-0.18,0.61
AUBANK,2026-05-26,2026-05-26 10:15:00,1008.1,997.8,1.03,1008.1,997.8,1023.55,99,99801.9,1019.7,2026-05-26 15:15:00,1013.6,EOD_EXIT,544.5,0.53,0.17
AUBANK,2026-06-05,2026-06-05 10:15:00,978.95,960.9,1.88,978.95,960.9,1006.03,102,99852.9,1841.1,2026-06-05 15:15:00,969.9,EOD_EXIT,-923.1,-0.5,0.04
AUBANK,2026-06-12,2026-06-12 13:15:00,981.4,967.75,1.41,981.4,967.75,1001.88,101,99121.4,1378.65,2026-06-12 14:15:00,1001.88,TP_HIT,2068.48,1.5,0.75
AUBANK,2026-06-19,2026-06-19 14:15:00,1029.7,1017.05,1.24,1029.7,1017.05,1048.68,97,99880.9,1227.05,2026-06-19 15:15:00,1033.3,EOD_EXIT,349.2,0.28,-0.12
AUBANK,2026-06-22,2026-06-22 14:15:00,1034.65,1025.0,0.94,1034.65,1025.0,1049.13,96,99326.4,926.4,2026-06-22 15:15:00,1041.3,EOD_EXIT,638.4,0.69,0.1
AUBANK,2026-06-24,2026-06-24 11:15:00,1045.25,1021.0,2.38,1045.25,1021.0,1081.62,95,99298.75,2303.75,2026-06-24 15:15:00,1064.5,EOD_EXIT,1828.75,0.79,-0.52
AUBANK,2026-06-29,2026-06-29 14:15:00,1034.4,1021.2,1.29,1034.4,1021.2,1054.2,96,99302.4,1267.2,2026-06-29 15:15:00,1030.25,EOD_EXIT,-398.4,-0.31,0.0
AUBANK,2026-07-01,2026-07-01 13:15:00,1041.5,1031.0,1.02,1041.5,1031.0,1057.25,96,99984.0,1008.0,2026-07-01 15:15:00,1051.8,EOD_EXIT,988.8,0.98,-0.11
AWL,2026-05-06,2026-05-06 14:15:00,207.65,205.21,1.19,207.65,205.21,211.31,481,99879.65,1173.64,2026-05-06 15:15:00,207.55,EOD_EXIT,-48.1,-0.04,0.31
AWL,2026-05-11,2026-05-11 13:15:00,206.05,202.11,1.95,206.05,202.11,211.96,485,99934.25,1910.9,2026-05-11 15:15:00,205.04,EOD_EXIT,-489.85,-0.26,-0.38
AADHARHFC,2026-05-05,2026-05-05 12:15:00,503.35,494.1,1.87,503.35,494.1,517.23,198,99663.3,1831.5,2026-05-05 13:15:00,517.23,TP_HIT,2748.24,1.5,-0.01
AADHARHFC,2026-05-20,2026-05-20 10:15:00,473.4,465.8,1.63,473.4,465.8,484.8,211,99887.4,1603.6,2026-05-20 12:15:00,484.8,TP_HIT,2405.4,1.5,-0.87
AADHARHFC,2026-05-26,2026-05-26 10:15:00,482.0,473.25,1.85,482.0,473.25,495.12,207,99774.0,1811.25,2026-05-26 15:15:00,477.9,EOD_EXIT,-848.7,-0.47,0.0
AADHARHFC,2026-06-19,2026-06-19 14:15:00,490.0,482.05,1.65,490.0,482.05,501.92,204,99960.0,1621.8,2026-06-19 15:15:00,519.15,EOD_EXIT,5946.6,3.67,0.0
AADHARHFC,2026-07-03,2026-07-03 10:15:00,548.0,533.85,2.65,548.0,533.85,569.22,176,96448.0,2490.4,2026-07-03 15:15:00,555.35,EOD_EXIT,1293.6,0.52,0.78
AARTIIND,2026-05-21,2026-05-21 10:15:00,476.95,465.7,2.42,476.95,465.7,493.82,209,99682.55,2351.25,2026-05-21 15:15:00,482.85,EOD_EXIT,1233.1,0.52,0.51
AARTIIND,2026-06-15,2026-06-15 12:15:00,458.35,448.0,2.31,458.35,448.0,473.88,218,99920.3,2256.3,2026-06-15 13:15:00,473.88,TP_HIT,3385.54,1.5,1.68
AAVAS,2026-05-05,2026-05-05 10:15:00,1390.0,1374.7,1.11,1390.0,1374.7,1412.95,71,98690.0,1086.3,2026-05-05 13:15:00,1412.95,TP_HIT,1629.45,1.5,-0.48
AAVAS,2026-05-08,2026-05-08 10:15:00,1437.1,1415.0,1.56,1437.1,1415.0,1470.25,69,99159.9,1524.9,2026-05-08 15:15:00,1444.9,EOD_EXIT,538.2,0.35,0.02
AAVAS,2026-05-21,2026-05-21 14:15:00,1378.7,1361.1,1.29,1378.7,1361.1,1405.1,72,99266.4,1267.2,2026-05-21 15:15:00,1374.9,EOD_EXIT,-273.6,-0.22,0.84
AAVAS,2026-05-22,2026-05-22 14:15:00,1372.8,1356.0,1.24,1372.8,1356.0,1398.0,72,98841.6,1209.6,2026-05-22 15:15:00,1400.0,EOD_EXIT,1958.4,1.62,-1.3
AAVAS,2026-06-18,2026-06-18 10:15:00,1463.8,1445.2,1.29,1463.8,1445.2,1491.7,68,99538.4,1264.8,2026-06-18 15:15:00,1467.5,EOD_EXIT,251.6,0.2,0.78
AAVAS,2026-06-30,2026-06-30 12:15:00,1499.6,1483.1,1.11,1499.6,1483.1,1524.35,66,98973.6,1089.0,2026-06-30 15:15:00,1517.7,EOD_EXIT,1194.6,1.1,0.28
ABBOTINDIA,2026-05-11,2026-05-11 10:15:00,26965.0,26335.0,2.39,26965.0,26335.0,27910.0,3,80895.0,1890.0,2026-05-11 14:15:00,27910.0,TP_HIT,2835.0,1.5,0.0
ABBOTINDIA,2026-05-27,2026-05-27 14:15:00,27805.0,27635.0,0.62,27805.0,27635.0,28060.0,3,83415.0,510.0,2026-05-27 15:15:00,27810.0,EOD_EXIT,15.0,0.03,0.69
ACE,2026-05-08,2026-05-08 11:15:00,911.55,893.75,1.99,911.55,893.75,938.25,109,99358.95,1940.2,2026-05-08 12:15:00,938.25,TP_HIT,2910.3,1.5,0.38
ACE,2026-06-05,2026-06-05 13:15:00,878.0,868.35,1.11,878.0,868.35,892.47,113,99214.0,1090.45,2026-06-05 14:15:00,892.47,TP_HIT,1635.11,1.5,0.63
ACE,2026-06-17,2026-06-17 10:15:00,943.45,931.15,1.32,943.45,931.15,961.9,105,99062.25,1291.5,2026-06-17 11:15:00,961.9,TP_HIT,1937.25,1.5,0.4
ACE,2026-06-18,2026-06-18 11:15:00,968.8,956.0,1.34,968.8,956.0,988.0,103,99786.4,1318.4,2026-06-18 15:15:00,978.0,EOD_EXIT,947.6,0.72,0.45
ACUTAAS,2026-05-29,2026-05-29 14:15:00,3042.0,2991.0,1.71,3042.0,2991.0,3118.5,32,97344.0,1632.0,2026-05-29 15:15:00,3167.0,EOD_EXIT,4000.0,2.45,0.31
ACUTAAS,2026-06-29,2026-06-29 13:15:00,3320.0,3245.5,2.3,3320.0,3245.5,3431.75,30,99600.0,2235.0,2026-06-29 14:15:00,3431.75,TP_HIT,3352.5,1.5,0.45
ADANIENSOL,2026-05-05,2026-05-05 13:15:00,1406.8,1377.0,2.16,1406.8,1377.0,1451.5,71,99882.8,2115.8,2026-05-05 15:15:00,1412.3,EOD_EXIT,390.5,0.18,-0.27
ADANIENSOL,2026-05-18,2026-05-18 13:15:00,1295.8,1265.0,2.43,1295.8,1265.0,1342.0,77,99776.6,2371.6,2026-05-18 15:15:00,1330.0,EOD_EXIT,2633.4,1.11,-0.66
ADANIENSOL,2026-05-20,2026-05-20 11:15:00,1328.0,1307.5,1.57,1328.0,1307.5,1358.75,75,99600.0,1537.5,2026-05-20 15:15:00,1345.4,EOD_EXIT,1305.0,0.85,-0.79
ADANIENSOL,2026-05-25,2026-05-25 13:15:00,1388.6,1357.6,2.28,1388.6,1357.6,1435.1,72,99979.2,2232.0,2026-05-25 15:15:00,1404.9,EOD_EXIT,1173.6,0.53,0.97
ADANIENSOL,2026-05-26,2026-05-26 14:15:00,1423.9,1397.6,1.88,1423.9,1397.6,1463.35,70,99673.0,1841.0,2026-05-26 15:15:00,1445.4,EOD_EXIT,1505.0,0.82,0.05
ADANIENSOL,2026-06-22,2026-06-22 11:15:00,1518.9,1499.4,1.3,1518.9,1499.4,1548.15,65,98728.5,1267.5,2026-06-22 15:15:00,1540.6,EOD_EXIT,1410.5,1.11,0.5
ADANIENSOL,2026-07-01,2026-07-01 10:15:00,1491.4,1470.0,1.46,1491.4,1470.0,1523.5,67,99923.8,1433.8,2026-07-01 11:15:00,1523.5,TP_HIT,2150.7,1.5,0.0
ADANIENSOL,2026-07-02,2026-07-02 11:15:00,1538.9,1495.9,2.87,1538.9,1495.9,1603.4,58,89256.2,2494.0,2026-07-02 15:15:00,1558.8,EOD_EXIT,1154.2,0.46,0.23
ADANIENT,2026-06-30,2026-06-30 13:15:00,2994.5,2969.0,0.86,2994.5,2969.0,3032.75,33,98818.5,841.5,2026-06-30 14:15:00,3032.75,TP_HIT,1262.25,1.5,0.59
ADANIENT,2026-07-01,2026-07-01 10:15:00,3052.0,3012.8,1.3,3052.0,3012.8,3110.8,32,97664.0,1254.4,2026-07-01 11:15:00,3110.8,TP_HIT,1881.6,1.5,0.16
ADANIGREEN,2026-05-25,2026-05-25 13:15:00,1388.2,1365.8,1.64,1388.2,1365.8,1421.8,72,99950.4,1612.8,2026-05-25 15:15:00,1409.0,EOD_EXIT,1497.6,0.93,1.37
ADANIGREEN,2026-06-09,2026-06-09 14:15:00,1518.9,1503.0,1.06,1518.9,1503.0,1542.75,65,98728.5,1033.5,2026-06-09 15:15:00,1532.5,EOD_EXIT,884.0,0.86,1.9
ADANIGREEN,2026-06-22,2026-06-22 11:15:00,1509.0,1493.0,1.07,1509.0,1493.0,1533.0,66,99594.0,1056.0,2026-06-22 13:15:00,1533.0,TP_HIT,1584.0,1.5,0.44
ADANIGREEN,2026-07-01,2026-07-01 10:15:00,1499.3,1482.4,1.14,1499.3,1482.4,1524.65,66,98953.8,1115.4,2026-07-01 11:15:00,1524.65,TP_HIT,1673.1,1.5,0.0
ADANIPORTS,2026-06-12,2026-06-12 14:15:00,1814.7,1793.0,1.21,1814.7,1793.0,1847.25,55,99808.5,1193.5,2026-06-12 15:15:00,1813.0,EOD_EXIT,-93.5,-0.08,0.95
ADANIPOWER,2026-05-25,2026-05-25 12:15:00,225.0,220.31,2.13,225.0,220.31,232.03,444,99900.0,2082.36,2026-05-25 13:15:00,232.03,TP_HIT,3121.32,1.5,0.77
ADANIPOWER,2026-06-16,2026-06-16 13:15:00,221.95,218.61,1.53,221.95,218.61,226.96,450,99877.5,1503.0,2026-06-16 15:15:00,222.95,EOD_EXIT,450.0,0.3,0.63
ADANIPOWER,2026-06-18,2026-06-18 12:15:00,223.25,220.16,1.4,223.25,220.16,227.88,447,99792.75,1381.23,2026-06-18 13:15:00,227.88,TP_HIT,2069.61,1.5,0.0
ADANIPOWER,2026-07-01,2026-07-01 10:15:00,224.93,223.21,0.77,224.93,223.21,227.51,444,99868.92,763.68,2026-07-01 11:15:00,227.51,TP_HIT,1145.52,1.5,0.0
ATGL,2026-06-18,2026-06-18 12:15:00,712.45,700.0,1.78,712.45,700.0,731.13,140,99743.0,1743.0,2026-06-18 15:15:00,719.45,EOD_EXIT,980.0,0.56,0.26
ATGL,2026-06-22,2026-06-22 14:15:00,729.0,717.05,1.67,729.0,717.05,746.93,137,99873.0,1637.15,2026-06-22 15:15:00,733.75,EOD_EXIT,650.75,0.4,0.23
ATGL,2026-06-29,2026-06-29 14:15:00,714.0,698.2,2.26,714.0,698.2,737.7,140,99960.0,2212.0,2026-06-29 15:15:00,729.85,EOD_EXIT,2219.0,1.0,-1.65
ATGL,2026-07-01,2026-07-01 10:15:00,730.8,723.15,1.06,730.8,723.15,742.27,136,99388.8,1040.4,2026-07-01 15:15:00,734.7,EOD_EXIT,530.4,0.51,-0.49
ABCAPITAL,2026-05-20,2026-05-20 14:15:00,354.45,346.3,2.35,354.45,346.3,366.67,282,99954.9,2298.3,2026-05-20 15:15:00,353.75,EOD_EXIT,-197.4,-0.09,0.51
ABCAPITAL,2026-06-05,2026-06-05 10:15:00,360.8,352.9,2.24,360.8,352.9,372.65,277,99941.6,2188.3,2026-06-05 15:15:00,357.65,EOD_EXIT,-872.55,-0.4,0.07
ABCAPITAL,2026-06-16,2026-06-16 14:15:00,373.2,366.9,1.72,373.2,366.9,382.65,267,99644.4,1682.1,2026-06-16 15:15:00,374.25,EOD_EXIT,280.35,0.17,-0.05
ABCAPITAL,2026-06-19,2026-06-19 14:15:00,376.6,368.6,2.17,376.6,368.6,388.6,265,99799.0,2120.0,2026-06-19 15:15:00,376.25,EOD_EXIT,-92.75,-0.04,-0.18
ABCAPITAL,2026-06-24,2026-06-24 14:15:00,387.5,381.85,1.48,387.5,381.85,395.97,258,99975.0,1457.7,2026-06-24 15:15:00,393.8,EOD_EXIT,1625.4,1.12,0.0
ABREL,2026-05-06,2026-05-06 13:15:00,1506.8,1487.1,1.32,1506.8,1487.1,1536.35,66,99448.8,1300.2,2026-05-06 14:15:00,1536.35,TP_HIT,1950.3,1.5,1.07
ABSLAMC,2026-05-07,2026-05-07 11:15:00,1084.2,1063.0,1.99,1084.2,1063.0,1116.0,92,99746.4,1950.4,2026-05-07 12:15:00,1116.0,TP_HIT,2925.6,1.5,0.63
ABSLAMC,2026-05-19,2026-05-19 14:15:00,1001.9,981.1,2.12,1001.9,981.1,1033.1,99,99188.1,2059.2,2026-05-19 15:15:00,1037.7,EOD_EXIT,3544.2,1.72,0.32
ABSLAMC,2026-05-27,2026-05-27 10:15:00,1021.9,998.0,2.39,1021.9,998.0,1057.75,97,99124.3,2318.3,2026-05-27 15:15:00,1026.8,EOD_EXIT,475.3,0.21,0.06
ABSLAMC,2026-05-29,2026-05-29 14:15:00,1039.8,1025.1,1.43,1039.8,1025.1,1061.85,96,99820.8,1411.2,2026-05-29 15:15:00,1061.3,EOD_EXIT,2064.0,1.46,0.0
ABSLAMC,2026-06-05,2026-06-05 10:15:00,1041.3,1030.0,1.1,1041.3,1030.0,1058.25,96,99964.8,1084.8,2026-06-05 15:15:00,1051.0,EOD_EXIT,931.2,0.86,-0.23
ABSLAMC,2026-06-12,2026-06-12 10:15:00,1093.5,1075.7,1.65,1093.5,1075.7,1120.2,91,99508.5,1619.8,2026-06-12 15:15:00,1096.2,EOD_EXIT,245.7,0.15,1.8
ABSLAMC,2026-06-15,2026-06-15 11:15:00,1120.0,1092.2,2.55,1120.0,1092.2,1161.7,89,99680.0,2474.2,2026-06-15 15:15:00,1126.7,EOD_EXIT,596.3,0.24,1.53
ABSLAMC,2026-06-19,2026-06-19 11:15:00,1174.0,1151.5,1.95,1174.0,1151.5,1207.75,85,99790.0,1912.5,2026-06-19 15:15:00,1179.8,EOD_EXIT,493.0,0.26,0.0
ABSLAMC,2026-06-24,2026-06-24 11:15:00,1200.0,1185.1,1.26,1200.0,1185.1,1222.35,83,99600.0,1236.7,2026-06-24 15:15:00,1194.9,EOD_EXIT,-423.3,-0.34,0.0
ABSLAMC,2026-06-29,2026-06-29 11:15:00,1167.9,1135.1,2.89,1167.9,1135.1,1217.1,76,88760.4,2492.8,2026-06-29 15:15:00,1191.0,EOD_EXIT,1755.6,0.7,-0.11
ABSLAMC,2026-07-02,2026-07-02 14:15:00,1169.0,1138.9,2.64,1169.0,1138.9,1214.15,83,97027.0,2498.3,2026-07-02 15:15:00,1192.4,EOD_EXIT,1942.2,0.78,-0.5
CPPLUS,2026-05-08,2026-05-08 14:15:00,2480.4,2422.2,2.4,2480.4,2422.2,2567.7,40,99216.0,2328.0,2026-05-08 15:15:00,2509.4,EOD_EXIT,1160.0,0.5,-0.53
CPPLUS,2026-05-14,2026-05-14 14:15:00,2511.7,2470.0,1.69,2511.7,2470.0,2574.25,39,97956.3,1626.3,2026-05-14 15:15:00,2547.9,EOD_EXIT,1411.8,0.87,-0.12
CPPLUS,2026-05-20,2026-05-20 11:15:00,2343.4,2308.4,1.52,2343.4,2308.4,2395.9,42,98422.8,1470.0,2026-05-20 12:15:00,2395.9,TP_HIT,2205.0,1.5,-2.32
AEGISLOG,2026-05-21,2026-05-21 14:15:00,728.0,709.0,2.68,728.0,709.0,756.5,131,95368.0,2489.0,2026-05-21 15:15:00,728.8,EOD_EXIT,104.8,0.04,-0.13
AEGISLOG,2026-07-03,2026-07-03 12:15:00,1316.3,1294.1,1.72,1316.3,1294.1,1349.6,75,98722.5,1665.0,2026-07-03 15:15:00,1324.9,EOD_EXIT,645.0,0.39,-1.99
AEGISVOPAK,2026-05-11,2026-05-11 14:15:00,210.9,206.4,2.18,210.9,206.4,217.65,474,99966.6,2133.0,2026-05-11 15:15:00,212.53,EOD_EXIT,772.62,0.36,-0.16
AEGISVOPAK,2026-05-22,2026-05-22 14:15:00,206.68,202.92,1.85,206.68,202.92,212.32,483,99826.44,1816.08,2026-05-22 15:15:00,207.49,EOD_EXIT,391.23,0.22,0.1
AEGISVOPAK,2026-06-18,2026-06-18 11:15:00,239.39,234.5,2.09,239.39,234.5,246.72,417,99825.63,2039.13,2026-06-18 15:15:00,242.98,EOD_EXIT,1497.03,0.73,0.17
AFFLE,2026-06-08,2026-06-08 10:15:00,1485.0,1445.0,2.77,1485.0,1445.0,1545.0,62,92070.0,2480.0,2026-06-08 15:15:00,1497.5,EOD_EXIT,775.0,0.31,-1.02
AFFLE,2026-06-09,2026-06-09 14:15:00,1496.2,1470.1,1.78,1496.2,1470.1,1535.35,66,98749.2,1722.6,2026-06-09 15:15:00,1503.6,EOD_EXIT,488.4,0.28,-0.03
AJANTPHARM,2026-05-11,2026-05-11 12:15:00,3045.0,2987.3,1.93,3045.0,2987.3,3131.55,32,97440.0,1846.4,2026-05-11 15:15:00,3060.6,EOD_EXIT,499.2,0.27,0.33
AJANTPHARM,2026-05-12,2026-05-12 11:15:00,3081.9,3042.5,1.29,3081.9,3042.5,3141.0,32,98620.8,1260.8,2026-05-12 15:15:00,3093.3,EOD_EXIT,364.8,0.29,-0.43
AJANTPHARM,2026-05-19,2026-05-19 11:15:00,3249.1,3172.1,2.43,3249.1,3172.1,3364.6,30,97473.0,2310.0,2026-05-19 15:15:00,3253.6,EOD_EXIT,135.0,0.06,1.09
AJANTPHARM,2026-05-26,2026-05-26 14:15:00,3111.5,3075.7,1.16,3111.5,3075.7,3165.2,32,99568.0,1145.6,2026-05-26 15:15:00,3098.1,EOD_EXIT,-428.8,-0.37,0.0
AJANTPHARM,2026-06-10,2026-06-10 14:15:00,3070.0,2982.0,2.95,3070.0,2982.0,3202.0,28,85960.0,2464.0,2026-06-10 15:15:00,3076.1,EOD_EXIT,170.8,0.07,0.78
AJANTPHARM,2026-06-22,2026-06-22 13:15:00,3126.0,3071.2,1.78,3126.0,3071.2,3208.2,31,96906.0,1698.8,2026-06-22 15:15:00,3188.6,EOD_EXIT,1940.6,1.14,0.99
AJANTPHARM,2026-06-24,2026-06-24 14:15:00,3241.2,3167.7,2.32,3241.2,3167.7,3351.45,30,97236.0,2205.0,2026-06-24 15:15:00,3256.3,EOD_EXIT,453.0,0.21,-0.08
ALKEM,2026-05-06,2026-05-06 10:15:00,5517.0,5404.0,2.09,5517.0,5404.0,5686.5,18,99306.0,2034.0,2026-05-06 15:15:00,5541.5,EOD_EXIT,441.0,0.22,0.04
ALKEM,2026-05-11,2026-05-11 14:15:00,5585.0,5494.5,1.65,5585.0,5494.5,5720.75,17,94945.0,1538.5,2026-05-11 15:15:00,5597.0,EOD_EXIT,204.0,0.13,-0.01
ALKEM,2026-05-14,2026-05-14 14:15:00,5561.5,5462.5,1.81,5561.5,5462.5,5710.0,17,94545.5,1683.0,2026-05-14 15:15:00,5569.5,EOD_EXIT,136.0,0.08,1.42
ALKEM,2026-05-21,2026-05-21 11:15:00,5465.0,5416.0,0.9,5465.0,5416.0,5538.5,18,98370.0,882.0,2026-05-21 12:15:00,5538.5,TP_HIT,1323.0,1.5,0.52
ALKEM,2026-06-30,2026-06-30 11:15:00,5489.0,5416.5,1.34,5489.0,5416.5,5597.75,18,98802.0,1305.0,2026-06-30 14:15:00,5597.75,TP_HIT,1957.5,1.5,0.0
ABDL,2026-05-26,2026-05-26 10:15:00,540.8,534.8,1.12,540.8,534.8,549.8,184,99507.2,1104.0,2026-05-26 13:15:00,549.8,TP_HIT,1656.0,1.5,0.4
ABDL,2026-06-03,2026-06-03 14:15:00,557.9,544.85,2.4,557.9,544.85,577.47,179,99864.1,2335.95,2026-06-03 15:15:00,573.9,EOD_EXIT,2864.0,1.23,-0.02
ABDL,2026-06-05,2026-06-05 11:15:00,583.2,571.75,2.0,583.2,571.75,600.38,171,99727.2,1957.95,2026-06-05 15:15:00,580.25,EOD_EXIT,-504.45,-0.26,-0.01
ABDL,2026-06-24,2026-06-24 14:15:00,625.7,617.55,1.32,625.7,617.55,637.93,159,99486.3,1295.85,2026-06-24 15:15:00,630.5,EOD_EXIT,763.2,0.59,0.63
ARE&M,2026-05-07,2026-05-07 10:15:00,896.0,886.0,1.13,896.0,886.0,911.0,111,99456.0,1110.0,2026-05-07 15:15:00,894.25,EOD_EXIT,-194.25,-0.17,1.01
ARE&M,2026-05-25,2026-05-25 12:15:00,839.0,825.2,1.67,839.0,825.2,859.7,119,99841.0,1642.2,2026-05-25 13:15:00,859.7,TP_HIT,2463.3,1.5,0.96
ARE&M,2026-05-27,2026-05-27 10:15:00,889.3,875.25,1.61,889.3,875.25,910.37,112,99601.6,1573.6,2026-05-27 11:15:00,910.37,TP_HIT,2359.84,1.5,-0.37
ARE&M,2026-06-24,2026-06-24 12:15:00,850.35,839.65,1.27,850.35,839.65,866.4,117,99490.95,1251.9,2026-06-24 15:15:00,853.5,EOD_EXIT,368.55,0.29,0.5
